id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p001,4/4/22,3:01:21,4/4/22,3:10:50,100,568,EN-GB,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,20,0,10,10,EN-GB,British,£,0.067,attfirst,secondletter,M,K,allocator,nat_out,another national group,20,20,1.34
p002,4/4/22,3:03:15,4/4/22,3:15:19,100,724,EN-GB,5,15,5,15,10,10,NA,NA,NA,NA,NA,NA,5,15,5,15,10,10,EN-GB,British,£,0.067,attfirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,0.67
p003,4/4/22,3:07:41,4/4/22,3:15:35,100,473,EN-GB,NA,NA,NA,NA,NA,NA,15,5,18,2,18,2,18,2,15,5,8,12,EN-GB,British,£,0.067,attfirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,0.67
p004,4/4/22,3:01:33,4/4/22,3:15:48,100,855,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,M,K,allocator,min_in,Group M,10,10,0.67
p005,4/4/22,3:08:46,4/4/22,3:17:42,100,536,EN-GB,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,H,J,allocator,nat_in,your national group,10,10,0.67
p006,4/4/22,3:07:40,4/4/22,3:17:56,100,615,EN-GB,NA,NA,NA,NA,NA,NA,10,10,15,5,10,10,15,5,15,5,10,10,EN-GB,British,£,0.067,allofirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,0.67
p007,4/4/22,3:09:26,4/4/22,3:19:12,100,585,EN-GB,NA,NA,NA,NA,NA,NA,18,2,18,2,10,10,13,7,15,5,15,5,EN-GB,British,£,0.067,attfirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,0.67
p008,4/4/22,3:11:54,4/4/22,3:19:52,100,478,EN-GB,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN-GB,British,£,0.067,attfirst,firstletter,K,M,allocator,nat_out,another national group,20,20,1.34
p009,4/4/22,3:06:21,4/4/22,3:20:28,100,846,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,P,S,allocator,min_in,Group P,10,10,0.67
p010,4/4/22,3:09:21,4/4/22,3:21:14,100,713,EN-GB,NA,NA,NA,NA,NA,NA,10,10,15,5,10,10,15,5,15,5,10,10,EN-GB,British,£,0.067,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,0.67
p011,4/4/22,3:14:45,4/4/22,3:21:21,100,395,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,L,N,allocator,nat_out,another national group,10,10,0.67
p012,4/4/22,3:11:24,4/4/22,3:22:49,100,685,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,0.67
p013,4/4/22,3:04:41,4/4/22,3:23:25,100,1124,EN-GB,15,5,18,2,15,5,NA,NA,NA,NA,NA,NA,15,5,18,2,15,5,EN-GB,British,£,0.067,allofirst,firstletter,K,M,allocator,min_out,Group M,18,18,1.206
p014,4/4/22,3:15:36,4/4/22,3:23:32,100,475,EN-GB,NA,NA,NA,NA,NA,NA,15,5,15,5,12,8,20,0,5,15,0,20,EN-GB,British,£,0.067,attfirst,secondletter,M,K,allocator,min_out,Group K,15,15,1.005
p015,4/4/22,3:10:53,4/4/22,3:23:47,100,773,EN-GB,NA,NA,NA,NA,NA,NA,13,7,12,8,10,10,13,7,12,8,10,10,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,0.67
p016,4/4/22,3:15:53,4/4/22,3:23:47,100,474,EN-GB,NA,NA,NA,NA,NA,NA,20,0,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,0.67
p017,4/4/22,3:15:59,4/4/22,3:23:57,100,478,EN-GB,18,2,20,0,20,0,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,nat_in,your national group,20,20,1.34
p018,4/4/22,3:12:22,4/4/22,3:24:47,100,744,EN-GB,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,15,5,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,0.67
p019,4/4/22,3:15:06,4/4/22,3:25:23,100,617,EN-GB,NA,NA,NA,NA,NA,NA,10,10,20,0,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_out_self,another national group,10,10,0.67
p020,4/4/22,3:16:23,4/4/22,3:26:45,100,622,EN-GB,NA,NA,NA,NA,NA,NA,20,0,20,0,15,5,15,5,12,8,5,15,EN-GB,British,£,0.067,allofirst,secondletter,J,H,allocator,min_out,Group H,20,20,1.34
p021,4/4/22,3:17:49,4/4/22,3:27:35,100,585,EN-GB,NA,NA,NA,NA,NA,NA,15,5,20,0,20,0,15,5,20,0,20,0,EN-GB,British,£,0.067,attfirst,secondletter,J,H,recipient,nat_in_out,another national group,10,10,0.67
p022,4/4/22,3:16:21,4/4/22,3:27:56,100,695,EN-GB,NA,NA,NA,NA,NA,NA,10,10,15,5,13,7,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,S,P,allocator,min_in,Group S,10,10,0.67
p023,4/4/22,3:15:41,4/4/22,3:28:05,100,744,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,K,M,recipient,nat_out_self,another national group,10,10,0.67
p024,4/4/22,3:16:17,4/4/22,3:28:33,100,735,EN-GB,NA,NA,NA,NA,NA,NA,10,10,20,0,20,0,15,5,15,5,10,10,EN-GB,British,£,0.067,attfirst,secondletter,J,H,allocator,nat_in,your national group,15,15,1.005
p025,4/4/22,3:15:59,4/4/22,3:28:59,100,780,EN-GB,12,8,15,5,10,10,NA,NA,NA,NA,NA,NA,12,8,12,8,12,8,EN-GB,British,£,0.067,allofirst,firstletter,P,S,allocator,min_in,Group P,12,12,0.804
p026,4/4/22,3:14:45,4/4/22,3:29:00,100,855,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,8,12,EN-GB,British,£,0.067,attfirst,firstletter,H,J,allocator,nat_out,another national group,10,10,0.67
p027,4/4/22,3:17:56,4/4/22,3:29:17,100,680,EN-GB,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,20,0,10,10,EN-GB,British,£,0.067,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,0.67
p028,4/4/22,3:15:47,4/4/22,3:29:17,100,810,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,0.67
p029,4/4/22,3:17:17,4/4/22,3:29:30,100,732,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,P,S,allocator,nat_out,another national group,10,10,0.67
p030,4/4/22,3:16:04,4/4/22,3:29:40,100,816,EN-GB,10,10,5,15,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,K,M,recipient,nat_out_self,another national group,10,10,0.67
p031,4/4/22,3:22:20,4/4/22,3:29:47,100,447,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,M,K,allocator,min_in,Group M,10,10,0.67
p032,4/4/22,3:17:14,4/4/22,3:29:49,100,754,EN-GB,11,9,12,8,11,9,NA,NA,NA,NA,NA,NA,15,5,18,2,13,7,EN-GB,British,£,0.067,allofirst,firstletter,H,J,recipient,nat_out_self,another national group,10,10,0.67
p033,4/4/22,3:20:30,4/4/22,3:30:30,100,599,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,0.67
p034,4/4/22,3:15:17,4/4/22,3:30:50,100,932,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,N,L,allocator,nat_in,your national group,10,10,0.67
p035,4/4/22,3:20:11,4/4/22,3:31:00,100,649,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,L,N,recipient,nat_in_out,another national group,10,10,0.67
p036,4/4/22,3:16:40,4/4/22,3:31:18,100,877,EN-GB,NA,NA,NA,NA,NA,NA,10,10,15,5,10,10,13,7,13,7,10,10,EN-GB,British,£,0.067,allofirst,secondletter,M,K,allocator,min_out,Group K,15,15,1.005
p037,4/4/22,3:14:07,4/4/22,3:31:22,100,1035,EN-GB,10,10,12,8,10,10,NA,NA,NA,NA,NA,NA,10,10,13,7,13,7,EN-GB,British,£,0.067,allofirst,firstletter,P,S,allocator,min_in,Group P,10,10,0.67
p038,4/4/22,3:23:50,4/4/22,3:32:27,100,516,EN-GB,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,0.67
p039,4/4/22,3:23:45,4/4/22,3:32:40,100,534,EN-GB,NA,NA,NA,NA,NA,NA,12,8,12,8,10,10,12,8,12,8,10,10,EN-GB,British,£,0.067,allofirst,secondletter,M,K,allocator,nat_in,your national group,12,12,0.804
p040,4/4/22,3:16:46,4/4/22,3:32:50,100,964,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,L,N,recipient,nat_in_out,another national group,10,10,0.67
p041,4/4/22,3:22:59,4/4/22,3:33:01,100,602,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,15,5,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,J,H,recipient,nat_in_out,another national group,10,10,0.67
p042,4/4/22,3:22:58,4/4/22,3:33:02,100,603,EN-GB,NA,NA,NA,NA,NA,NA,15,5,20,0,15,5,20,0,20,0,10,10,EN-GB,British,£,0.067,attfirst,secondletter,N,L,allocator,nat_out,another national group,20,20,1.34
p043,4/4/22,3:20:48,4/4/22,3:33:03,100,734,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,0.67
p044,4/4/22,3:22:16,4/4/22,3:33:03,100,646,EN-GB,15,5,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,K,M,allocator,min_out,Group M,10,10,0.67
p045,4/4/22,3:26:50,4/4/22,3:33:29,100,399,EN-GB,12,8,6,14,17,3,NA,NA,NA,NA,NA,NA,17,3,5,15,10,10,EN-GB,British,£,0.067,attfirst,firstletter,L,N,allocator,nat_in,your national group,17,17,1.139
p046,4/4/22,3:25:02,4/4/22,3:33:29,100,507,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,H,J,allocator,nat_out,another national group,10,10,0.67
p047,4/4/22,3:25:08,4/4/22,3:33:30,100,501,EN-GB,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN-GB,British,£,0.067,attfirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,0.67
p048,4/4/22,3:23:43,4/4/22,3:33:45,100,602,EN-GB,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN-GB,British,£,0.067,allofirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,0.67
p049,4/4/22,3:14:07,4/4/22,3:33:52,100,1184,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,20,0,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,0.67
p050,4/4/22,3:12:59,4/4/22,3:33:56,100,1256,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,S,P,allocator,min_out,Group P,10,10,0.67
p051,4/4/22,3:22:38,4/4/22,3:34:08,100,690,EN-GB,NA,NA,NA,NA,NA,NA,10,10,15,5,15,5,18,2,15,5,8,12,EN-GB,British,£,0.067,attfirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,0.67
p052,4/4/22,3:23:41,4/4/22,3:34:20,100,638,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,18,2,15,5,8,12,EN-GB,British,£,0.067,attfirst,secondletter,J,H,allocator,nat_in,your national group,18,18,1.206
p053,4/4/22,3:26:46,4/4/22,3:34:26,100,460,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,min_out,Group N,10,10,0.67
p054,4/4/22,3:25:07,4/4/22,3:34:29,100,562,EN-GB,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,15,5,15,5,10,10,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,0.67
p055,4/4/22,3:24:25,4/4/22,3:34:36,100,611,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,0.67
p056,4/4/22,3:25:50,4/4/22,3:34:56,100,546,EN-GB,NA,NA,NA,NA,NA,NA,12,8,12,8,10,10,15,5,12,8,10,10,EN-GB,British,£,0.067,allofirst,secondletter,J,H,allocator,min_in,Group J,12,12,0.804
p057,4/4/22,3:07:49,4/4/22,3:34:59,100,1630,EN-GB,15,5,13,7,15,5,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,nat_out,another national group,15,15,1.005
p058,4/4/22,3:21:24,4/4/22,3:35:04,100,820,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,P,S,allocator,min_in,Group P,10,10,0.67
p059,4/4/22,3:24:10,4/4/22,3:35:06,100,656,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,0.67
p060,4/4/22,3:25:43,4/4/22,3:35:11,100,567,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,0.67
p061,4/4/22,3:22:30,4/4/22,3:35:14,100,764,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,12,8,EN-GB,British,£,0.067,attfirst,firstletter,K,M,allocator,nat_out,another national group,10,10,0.67
p062,4/4/22,3:18:09,4/4/22,3:35:30,100,1040,EN-GB,10,10,20,0,20,0,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,L,N,recipient,nat_out_self,another national group,10,10,0.67
p063,4/4/22,3:28:42,4/4/22,3:35:51,100,429,EN-GB,10,10,20,0,20,0,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,0.67
p064,4/4/22,3:26:39,4/4/22,3:36:10,100,570,EN-GB,10,10,20,0,20,0,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,nat_in,your national group,20,20,1.34
p065,4/4/22,3:20:26,4/4/22,3:36:19,100,953,EN-GB,10,10,13,7,12,8,NA,NA,NA,NA,NA,NA,12,8,12,8,10,10,EN-GB,British,£,0.067,attfirst,firstletter,H,J,allocator,min_in,Group H,10,10,0.67
p066,4/4/22,3:24:23,4/4/22,3:36:44,100,740,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,L,N,recipient,nat_in_out,another national group,10,10,0.67
p067,4/4/22,3:24:17,4/4/22,3:36:54,100,757,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,H,J,allocator,min_out,Group J,10,10,0.67
p068,4/4/22,3:28:01,4/4/22,3:36:56,100,534,EN-GB,NA,NA,NA,NA,NA,NA,15,5,15,5,15,5,15,5,15,5,15,5,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_out_self,another national group,10,10,0.67
p069,4/4/22,3:27:46,4/4/22,3:36:58,100,552,EN-GB,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,0.67
p070,4/4/22,3:25:23,4/4/22,3:37:06,100,703,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,0.67
p071,4/4/22,3:27:59,4/4/22,3:37:08,100,548,EN-GB,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN-GB,British,£,0.067,allofirst,firstletter,H,J,allocator,nat_in,your national group,20,20,1.34
p072,4/4/22,3:27:39,4/4/22,3:37:09,100,570,EN-GB,15,5,15,5,15,5,NA,NA,NA,NA,NA,NA,15,5,15,5,15,5,EN-GB,British,£,0.067,attfirst,firstletter,L,N,allocator,nat_out,another national group,15,15,1.005
p073,4/4/22,3:25:47,4/4/22,3:37:10,100,682,EN-GB,NA,NA,NA,NA,NA,NA,10,10,13,7,11,9,13,7,14,6,10,10,EN-GB,British,£,0.067,attfirst,secondletter,J,H,allocator,min_out,Group H,13,13,0.871
p074,4/4/22,3:28:45,4/4/22,3:37:15,100,509,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,0.67
p075,4/4/22,3:23:55,4/4/22,3:37:16,100,800,EN-GB,NA,NA,NA,NA,NA,NA,10,10,20,0,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,0.67
p076,4/4/22,3:18:36,4/4/22,3:37:39,100,1143,EN-GB,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,12,8,15,5,15,5,EN-GB,British,£,0.067,allofirst,secondletter,S,P,allocator,min_in,Group S,15,15,1.005
p077,4/4/22,3:29:44,4/4/22,3:37:43,100,479,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,J,H,allocator,nat_out,another national group,10,10,0.67
p078,4/4/22,3:27:29,4/4/22,3:37:45,100,616,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,M,K,allocator,min_in,Group M,10,10,0.67
p079,4/4/22,3:26:57,4/4/22,3:37:46,100,649,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,15,5,15,5,10,10,EN-GB,British,£,0.067,allofirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,0.67
p080,4/4/22,3:25:10,4/4/22,3:37:49,100,758,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,L,N,recipient,nat_in_out,another national group,10,10,0.67
p081,4/4/22,3:30:55,4/4/22,3:38:00,100,425,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,H,J,recipient,nat_out_self,another national group,10,10,0.67
p082,4/4/22,3:26:44,4/4/22,3:38:08,100,684,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,0.67
p083,4/4/22,3:29:11,4/4/22,3:38:16,100,545,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,L,N,allocator,min_out,Group N,10,10,0.67
p084,4/4/22,3:22:31,4/4/22,3:38:16,100,945,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,20,0,10,10,EN-GB,British,£,0.067,allofirst,secondletter,S,P,allocator,nat_in,your national group,10,10,0.67
p085,4/4/22,3:24:38,4/4/22,3:38:47,100,849,EN-GB,NA,NA,NA,NA,NA,NA,10,10,20,0,10,10,20,0,20,0,10,10,EN-GB,British,£,0.067,attfirst,secondletter,S,P,allocator,nat_in,your national group,20,20,1.34
p086,4/4/22,3:26:12,4/4/22,3:39:09,100,777,EN-GB,0,20,0,20,10,10,NA,NA,NA,NA,NA,NA,0,20,0,20,10,10,EN-GB,British,£,0.067,attfirst,firstletter,K,M,recipient,nat_out_self,another national group,10,10,0.67
p087,4/4/22,3:31:09,4/4/22,3:39:13,100,484,EN-GB,10,10,15,5,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,L,N,allocator,nat_out,another national group,10,10,0.67
p088,4/4/22,3:27:09,4/4/22,3:39:22,100,733,EN-GB,NA,NA,NA,NA,NA,NA,0,20,0,20,10,10,0,20,0,20,10,10,EN-GB,British,£,0.067,allofirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,0.67
p089,4/4/22,3:28:08,4/4/22,3:39:30,100,682,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,N,L,allocator,min_out,Group L,10,10,0.67
p090,4/4/22,3:26:44,4/4/22,3:39:30,100,765,EN-GB,NA,NA,NA,NA,NA,NA,10,10,15,5,10,10,10,10,10,10,15,5,EN-GB,British,£,0.067,attfirst,secondletter,S,P,allocator,min_out,Group P,15,15,1.005
p091,4/4/22,3:26:42,4/4/22,3:39:32,100,770,EN-GB,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,EN-GB,British,£,0.067,attfirst,firstletter,P,S,allocator,min_in,Group P,15,15,1.005
p092,4/4/22,3:25:09,4/4/22,3:39:33,100,864,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,0.67
p093,4/4/22,3:22:12,4/4/22,3:39:33,100,1041,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,0.67
p094,4/4/22,3:27:10,4/4/22,3:39:35,100,744,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,8,12,EN-GB,British,£,0.067,attfirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,0.67
p095,4/4/22,3:31:25,4/4/22,3:39:48,100,502,EN-GB,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,15,5,15,5,15,5,EN-GB,British,£,0.067,allofirst,secondletter,N,L,allocator,nat_in,your national group,15,15,1.005
