id,start_date,start_time,end_date,end_time,Progress,duration,UserLanguage,Allocate_IG_M_1,Allocate_IG_M_2,Allocate_OG_M_1,Allocate_OG_M_2,Allocate_TG_M_1,Allocate_TG_M_2,Allocate_IG_P_1,Allocate_IG_P_2,Allocate_OG_P_1,Allocate_OG_P_2,Allocate_TG_P_1,Allocate_TG_P_2,Allocate_IG_Nat_1,Allocate_IG_Nat_2,Allocate_OG_Nat_1,Allocate_OG_Nat_2,Allocate_TG_Nat_1,Allocate_TG_Nat_2,Q_Language,nationality,currency,conversionrate,dvorder,mingroup,ingroupletter,outgroupletter,role,type_group,playedwith,gamepayoff,totalpayoff,totalmoney
p194,4/4/22,3:39:02,4/4/22,4:02:36,100,1413,EN-GB,5,15,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,H,J,recipient,nat_in_out,another national group,12,12,0.804
p195,4/4/22,3:42:13,4/4/22,4:06:00,100,1427,EN-GB,15,5,15,5,12,8,NA,NA,NA,NA,NA,NA,12,8,15,5,12,8,EN-GB,British,£,0.067,allofirst,firstletter,K,M,allocator,min_in,Group K,15,15,1.005
p196,4/4/22,3:41:18,4/4/22,4:06:41,100,1522,EN-GB,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN-GB,British,£,0.067,attfirst,secondletter,S,P,recipient,nat_out_self,another national group,5,5,0.335
p197,4/4/22,3:42:48,4/4/22,4:11:39,100,1731,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,H,J,allocator,nat_in,your national group,10,10,0.67
p198,4/4/22,3:41:39,4/4/22,4:14:15,100,1955,EN-GB,15,5,20,0,15,5,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,EN-GB,British,£,0.067,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,12,12,0.804
p199,4/4/22,3:30:17,4/4/22,4:16:41,100,2783,EN-GB,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN-GB,British,£,0.067,allofirst,firstletter,K,M,allocator,min_out,Group M,10,10,0.67
p200,4/4/22,4:30:15,4/4/22,4:48:34,100,1098,EN-GB,NA,NA,NA,NA,NA,NA,10,10,15,5,15,5,10,10,18,2,18,2,EN-GB,British,£,0.067,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,5,5,0.335
p201,4/4/22,8:09:19,4/4/22,8:16:01,100,401,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,J,H,allocator,nat_out,another national group,10,10,1
p202,4/4/22,8:06:07,4/4/22,8:25:46,100,1179,EN,10,10,12,8,12,8,NA,NA,NA,NA,NA,NA,12,8,13,7,11,9,EN,American,$,0.1,attfirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,1
p203,4/4/22,8:15:49,4/4/22,8:32:08,100,979,EN,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,allofirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,1
p204,4/4/22,8:17:28,4/4/22,8:33:40,100,972,EN,NA,NA,NA,NA,NA,NA,15,5,10,10,10,10,10,10,15,5,10,10,EN,American,$,0.1,allofirst,secondletter,N,L,allocator,min_out,Group L,10,10,1
p205,4/4/22,8:36:38,4/4/22,8:46:56,100,617,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,1
p206,4/4/22,8:34:35,4/4/22,8:49:34,100,899,EN,20,0,20,0,15,5,NA,NA,NA,NA,NA,NA,20,0,20,0,15,5,EN,American,$,0.1,attfirst,firstletter,H,J,allocator,min_in,Group H,20,20,2
p207,4/4/22,8:39:36,4/4/22,8:50:09,100,632,EN,19,1,20,0,10,10,NA,NA,NA,NA,NA,NA,18,2,20,0,15,5,EN,American,$,0.1,allofirst,firstletter,L,N,allocator,nat_out,another national group,20,20,2
p208,4/4/22,8:42:03,4/4/22,8:54:45,100,762,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,1
p209,4/4/22,9:04:37,4/4/22,9:12:17,100,460,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,1
p210,4/4/22,8:40:25,4/4/22,9:13:52,100,2006,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,M,K,allocator,nat_in,your national group,10,10,1
p211,4/4/22,8:53:45,4/4/22,9:15:26,100,1300,EN,10,10,0,20,0,20,NA,NA,NA,NA,NA,NA,10,10,0,20,0,20,EN,American,$,0.1,allofirst,firstletter,H,J,recipient,nat_out_self,another national group,10,10,1
p212,4/4/22,8:56:31,4/4/22,9:15:26,100,1135,EN,10,10,16,4,16,4,NA,NA,NA,NA,NA,NA,15,5,15,5,15,5,EN,American,$,0.1,attfirst,firstletter,K,M,allocator,min_out,Group M,16,16,1.6
p213,4/4/22,9:02:48,4/4/22,9:19:11,100,982,EN,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,20,0,15,5,10,10,EN,American,$,0.1,attfirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,1
p214,4/4/22,9:07:44,4/4/22,9:22:44,100,899,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,allofirst,firstletter,K,M,allocator,nat_out,another national group,10,10,1
p215,4/4/22,9:00:44,4/4/22,9:25:15,100,1470,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p216,4/4/22,9:13:06,4/4/22,9:25:17,100,730,EN,10,10,20,0,15,5,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,attfirst,firstletter,L,N,allocator,nat_in,your national group,20,20,2
p217,4/4/22,9:13:08,4/4/22,9:26:35,100,807,EN,NA,NA,NA,NA,NA,NA,10,10,15,5,15,5,16,4,15,5,10,10,EN,American,$,0.1,attfirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,1
p218,4/4/22,9:20:35,4/4/22,9:26:53,100,377,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,L,N,allocator,nat_out,another national group,10,10,1
p219,4/4/22,9:15:41,4/4/22,9:26:54,100,673,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,20,0,10,10,EN,American,$,0.1,allofirst,secondletter,S,P,allocator,min_in,Group S,20,20,2
p220,4/4/22,9:12:46,4/4/22,9:27:44,100,898,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,allofirst,firstletter,L,N,recipient,nat_out_self,another national group,10,10,1
p221,4/4/22,9:20:38,4/4/22,9:28:40,100,481,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,20,0,20,0,20,0,0,20,EN,American,$,0.1,attfirst,secondletter,S,P,allocator,min_out,Group P,20,20,2
p222,4/4/22,9:19:29,4/4/22,9:29:34,100,605,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,1
p223,4/4/22,9:15:45,4/4/22,9:29:35,100,830,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,15,5,15,5,20,0,10,10,EN,American,$,0.1,attfirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p224,4/4/22,9:22:48,4/4/22,9:33:05,100,617,EN,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,20,0,20,0,20,0,EN,American,$,0.1,attfirst,firstletter,H,J,allocator,nat_in,your national group,20,20,2
p225,4/4/22,9:25:13,4/4/22,9:33:13,100,480,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,20,0,10,10,EN,American,$,0.1,allofirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p226,4/4/22,9:21:37,4/4/22,9:33:23,100,706,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,15,5,10,10,15,5,EN,American,$,0.1,allofirst,secondletter,N,L,allocator,min_in,Group N,10,10,1
p227,4/4/22,9:26:26,4/4/22,9:34:05,100,459,EN,NA,NA,NA,NA,NA,NA,10,10,18,2,15,5,10,10,18,2,15,5,EN,American,$,0.1,attfirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,1
p228,4/4/22,9:16:32,4/4/22,9:35:28,100,1136,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,15,5,20,0,20,0,5,15,EN,American,$,0.1,allofirst,secondletter,N,L,allocator,nat_in,your national group,20,20,2
p229,4/4/22,9:30:33,4/4/22,9:37:48,100,434,EN,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,attfirst,firstletter,K,M,allocator,min_out,Group M,20,20,2
p230,4/4/22,9:27:02,4/4/22,9:38:24,100,682,EN,NA,NA,NA,NA,NA,NA,5,15,15,5,10,10,15,5,15,5,10,10,EN,American,$,0.1,attfirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p231,4/4/22,9:29:55,4/4/22,9:39:26,100,570,EN,NA,NA,NA,NA,NA,NA,10,10,15,5,10,10,10,10,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,1
p232,4/4/22,9:32:39,4/4/22,9:40:27,100,468,EN,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,allofirst,firstletter,P,S,allocator,min_in,Group P,20,20,2
p233,4/4/22,9:31:26,4/4/22,9:40:28,100,542,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,20,0,10,10,EN,American,$,0.1,attfirst,secondletter,N,L,allocator,min_out,Group L,20,20,2
p234,4/4/22,9:30:48,4/4/22,9:40:59,100,611,EN,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,15,5,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,1
p235,4/4/22,9:32:08,4/4/22,9:41:56,100,588,EN,NA,NA,NA,NA,NA,NA,10,10,17,3,15,5,17,3,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,M,K,allocator,nat_out,another national group,10,10,1
p236,4/4/22,9:35:28,4/4/22,9:43:14,100,465,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,1
p237,4/4/22,9:30:24,4/4/22,9:43:57,100,813,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,1
p238,4/4/22,9:28:24,4/4/22,9:44:34,100,970,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,P,S,recipient,nat_out_self,another national group,10,10,1
p239,4/4/22,9:32:02,4/4/22,9:44:36,100,754,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,S,P,allocator,nat_out,another national group,10,10,1
p240,4/4/22,9:37:47,4/4/22,9:44:45,100,417,EN,10,10,20,0,20,0,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,L,N,allocator,min_in,Group L,10,10,1
p241,4/4/22,9:30:51,4/4/22,9:44:49,100,837,EN,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,10,10,15,5,15,5,EN,American,$,0.1,allofirst,secondletter,J,H,allocator,nat_in,your national group,10,10,1
p242,4/4/22,9:33:03,4/4/22,9:44:57,100,713,EN,18,2,19,1,19,1,NA,NA,NA,NA,NA,NA,19,1,19,1,20,0,EN,American,$,0.1,allofirst,firstletter,L,N,recipient,nat_out_self,another national group,10,10,1
p243,4/4/22,9:33:50,4/4/22,9:45:20,100,689,EN,14,6,14,6,10,10,NA,NA,NA,NA,NA,NA,12,8,12,8,12,8,EN,American,$,0.1,attfirst,firstletter,H,J,recipient,nat_in_out,another national group,10,10,1
p244,4/4/22,9:38:14,4/4/22,9:45:32,100,438,EN,NA,NA,NA,NA,NA,NA,10,10,20,0,15,5,15,5,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,M,K,allocator,min_in,Group M,10,10,1
p245,4/4/22,9:31:40,4/4/22,9:45:44,100,843,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,20,0,20,0,20,0,20,0,EN,American,$,0.1,allofirst,secondletter,S,P,recipient,nat_out_self,another national group,10,10,1
p246,4/4/22,9:39:58,4/4/22,9:47:37,100,459,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,P,S,allocator,min_out,Group S,10,10,1
p247,4/4/22,9:32:50,4/4/22,9:47:56,100,906,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,M,K,recipient,nat_in_out,another national group,10,10,1
p248,4/4/22,9:30:20,4/4/22,9:48:52,100,1112,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,15,5,10,10,EN,American,$,0.1,allofirst,firstletter,P,S,allocator,nat_out,another national group,15,15,1.5
p249,4/4/22,9:28:50,4/4/22,9:49:12,100,1221,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,15,5,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,1
p250,4/4/22,9:14:24,4/4/22,9:50:14,100,2150,EN,14,6,15,5,12,8,NA,NA,NA,NA,NA,NA,10,10,12,8,13,7,EN,American,$,0.1,allofirst,firstletter,L,N,allocator,nat_in,your national group,10,10,1
p251,4/4/22,9:31:16,4/4/22,9:50:41,100,1165,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,allofirst,firstletter,K,M,allocator,nat_in,your national group,10,10,1
p252,4/4/22,9:37:56,4/4/22,9:51:09,100,792,EN,NA,NA,NA,NA,NA,NA,15,5,20,0,10,10,15,5,5,15,10,10,EN,American,$,0.1,allofirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,1
p253,4/4/22,9:41:00,4/4/22,9:52:29,100,688,EN,10,10,20,0,10,10,NA,NA,NA,NA,NA,NA,15,5,20,0,19,1,EN,American,$,0.1,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,1
p254,4/4/22,9:42:14,4/4/22,9:53:27,100,673,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,20,0,20,0,20,0,20,0,EN,American,$,0.1,attfirst,secondletter,N,L,allocator,min_out,Group L,20,20,2
p255,4/4/22,9:35:13,4/4/22,9:54:11,100,1137,EN,12,8,12,8,10,10,NA,NA,NA,NA,NA,NA,13,7,13,7,10,10,EN,American,$,0.1,allofirst,firstletter,H,J,allocator,nat_out,another national group,13,13,1.3
p256,4/4/22,9:47:06,4/4/22,9:54:33,100,447,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,1
p257,4/4/22,9:39:25,4/4/22,9:54:57,100,931,EN,12,8,14,6,12,8,NA,NA,NA,NA,NA,NA,13,7,10,10,10,10,EN,American,$,0.1,allofirst,firstletter,L,N,recipient,nat_in_out,another national group,10,10,1
p258,4/4/22,9:47:32,4/4/22,9:55:01,100,448,EN,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,attfirst,firstletter,P,S,allocator,min_out,Group S,20,20,2
p259,4/4/22,9:43:27,4/4/22,9:55:44,100,736,EN,NA,NA,NA,NA,NA,NA,12,8,18,2,15,5,15,5,20,0,15,5,EN,American,$,0.1,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,1
p260,4/4/22,9:48:01,4/4/22,9:56:06,100,484,EN,NA,NA,NA,NA,NA,NA,20,0,10,10,10,10,20,0,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,S,P,allocator,min_in,Group S,20,20,2
p261,4/4/22,9:41:43,4/4/22,9:56:59,100,916,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,20,0,20,0,10,10,EN,American,$,0.1,allofirst,secondletter,S,P,allocator,min_out,Group P,10,10,1
p262,4/4/22,9:32:36,4/4/22,9:57:10,100,1473,EN,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,attfirst,firstletter,P,S,allocator,nat_out,another national group,20,20,2
p263,4/4/22,9:45:00,4/4/22,9:57:25,100,744,EN,15,5,19,1,10,10,NA,NA,NA,NA,NA,NA,19,1,15,5,10,10,EN,American,$,0.1,allofirst,firstletter,H,J,recipient,nat_out_self,another national group,10,10,1
p264,4/4/22,9:49:47,4/4/22,9:57:40,100,473,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,allofirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,1
p265,4/4/22,9:47:48,4/4/22,9:58:40,100,651,EN,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,15,5,15,5,10,10,EN,American,$,0.1,attfirst,secondletter,N,L,allocator,nat_in,your national group,15,15,1.5
p266,4/4/22,9:47:40,4/4/22,9:58:41,100,661,EN,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,15,5,20,0,15,5,EN,American,$,0.1,allofirst,secondletter,J,H,allocator,nat_in,your national group,15,15,1.5
p267,4/4/22,9:46:25,4/4/22,9:58:51,100,745,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,1
p268,4/4/22,9:46:28,4/4/22,9:59:02,100,754,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,15,5,20,0,20,0,15,5,EN,American,$,0.1,attfirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,1
p269,4/4/22,9:42:44,4/4/22,9:59:13,100,989,EN,15,5,15,5,10,10,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,EN,American,$,0.1,attfirst,firstletter,H,J,recipient,nat_out_self,another national group,10,10,1
p270,4/4/22,9:48:53,4/4/22,9:59:37,100,643,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,J,H,allocator,min_in,Group J,10,10,1
p271,4/4/22,9:44:18,4/4/22,9:59:49,100,930,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,20,0,20,0,10,10,EN,American,$,0.1,attfirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,1
p272,4/4/22,9:51:36,4/4/22,10:00:23,100,527,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,allofirst,firstletter,L,N,allocator,min_in,Group L,10,10,1
p273,4/4/22,9:51:37,4/4/22,10:00:37,100,539,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,K,M,allocator,nat_out,another national group,10,10,1
p274,4/4/22,9:34:40,4/4/22,10:01:35,100,1614,EN,NA,NA,NA,NA,NA,NA,10,10,20,0,20,0,15,5,15,5,15,5,EN,American,$,0.1,attfirst,secondletter,J,H,recipient,nat_in_out,another national group,10,10,1
p275,4/4/22,9:56:14,4/4/22,10:02:31,100,377,EN,10,10,11,9,11,9,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,EN,American,$,0.1,attfirst,firstletter,H,J,recipient,nat_out_self,another national group,10,10,1
p276,4/4/22,9:54:04,4/4/22,10:02:34,100,509,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,20,0,20,0,20,0,10,10,EN,American,$,0.1,attfirst,secondletter,J,H,recipient,nat_out_self,another national group,10,10,1
p277,4/4/22,9:44:02,4/4/22,10:02:44,100,1121,EN,10,10,15,5,15,5,NA,NA,NA,NA,NA,NA,10,10,20,0,10,10,EN,American,$,0.1,attfirst,firstletter,L,N,allocator,min_out,Group N,15,15,1.5
p278,4/4/22,9:52:39,4/4/22,10:02:46,100,607,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,20,0,20,0,10,10,EN,American,$,0.1,attfirst,secondletter,M,K,allocator,nat_in,your national group,20,20,2
p279,4/4/22,9:41:48,4/4/22,10:02:53,100,1264,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,10,10,15,5,EN,American,$,0.1,allofirst,firstletter,K,M,recipient,nat_in_out,another national group,10,10,1
p280,4/4/22,9:55:20,4/4/22,10:02:56,100,456,EN,17,3,15,5,10,10,NA,NA,NA,NA,NA,NA,17,3,15,5,12,8,EN,American,$,0.1,allofirst,firstletter,L,N,allocator,min_in,Group L,17,17,1.7
p281,4/4/22,9:56:18,4/4/22,10:03:30,100,431,EN,NA,NA,NA,NA,NA,NA,10,10,15,5,10,10,15,5,20,0,10,10,EN,American,$,0.1,attfirst,secondletter,N,L,recipient,nat_out_self,another national group,10,10,1
p282,4/4/22,9:55:17,4/4/22,10:03:36,100,498,EN,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,attfirst,firstletter,K,M,allocator,nat_in,your national group,20,20,2
p283,4/4/22,9:45:30,4/4/22,10:03:43,100,1093,EN,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,15,5,15,5,10,10,EN,American,$,0.1,allofirst,secondletter,S,P,recipient,nat_out_self,another national group,10,10,1
p284,4/4/22,9:53:05,4/4/22,10:03:44,100,638,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,10,10,1,19,EN,American,$,0.1,attfirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,1
p285,4/4/22,9:47:18,4/4/22,10:03:45,100,987,EN,20,0,20,0,13,7,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,allofirst,firstletter,P,S,allocator,nat_out,another national group,20,20,2
p286,4/4/22,9:48:02,4/4/22,10:03:58,100,955,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,20,0,20,0,20,0,20,0,EN,American,$,0.1,allofirst,secondletter,M,K,allocator,min_out,Group K,20,20,2
p287,4/4/22,9:52:07,4/4/22,10:04:06,100,718,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,20,0,20,0,EN,American,$,0.1,allofirst,secondletter,N,L,recipient,nat_in_out,another national group,10,10,1
p288,4/4/22,9:47:44,4/4/22,10:04:13,100,989,EN,20,0,20,0,20,0,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,EN,American,$,0.1,attfirst,firstletter,L,N,allocator,min_out,Group N,20,20,2
p289,4/4/22,9:54:55,4/4/22,10:04:13,100,558,EN,NA,NA,NA,NA,NA,NA,10,10,12,8,11,9,12,8,12,8,10,10,EN,American,$,0.1,allofirst,secondletter,M,K,recipient,nat_out_self,another national group,10,10,1
p290,4/4/22,9:43:23,4/4/22,10:04:15,100,1252,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,attfirst,secondletter,J,H,allocator,nat_out,another national group,10,10,1
p291,4/4/22,9:50:22,4/4/22,10:04:23,100,841,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,EN,American,$,0.1,allofirst,secondletter,S,P,allocator,min_out,Group P,10,10,1
p292,4/4/22,9:53:06,4/4/22,10:04:25,100,679,EN,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,15,5,15,5,EN,American,$,0.1,attfirst,secondletter,N,L,allocator,min_out,Group L,10,10,1
p293,4/4/22,9:50:46,4/4/22,10:04:31,100,824,EN,15,5,20,0,20,0,NA,NA,NA,NA,NA,NA,15,5,15,5,10,10,EN,American,$,0.1,attfirst,firstletter,P,S,recipient,nat_in_out,another national group,10,10,1
p294,4/4/22,9:48:43,4/4/22,10:04:31,100,947,EN,NA,NA,NA,NA,NA,NA,20,0,20,0,10,10,20,0,20,0,10,10,EN,American,$,0.1,allofirst,secondletter,S,P,recipient,nat_in_out,another national group,10,10,1
p295,4/4/22,9:54:28,4/4/22,10:05:06,100,638,EN,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,10,10,20,0,20,0,EN,American,$,0.1,allofirst,firstletter,K,M,allocator,nat_out,another national group,20,20,2
p296,4/4/22,9:48:07,4/4/22,10:05:22,100,1034,EN,20,0,20,0,10,10,NA,NA,NA,NA,NA,NA,20,0,20,0,20,0,EN,American,$,0.1,allofirst,firstletter,L,N,recipient,nat_out_self,another national group,10,10,1
